City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Dust,AQI,US_AQI,Temperature_C,Humidity_Pct,Pressure_hPa,Wind_Speed_kmh,Wind_Dir_Deg,Precipitation_mm,AQI_Bucket
Chennai,India,2023-02-11,46.09166666666667,70.09583333333333,32.55833333333333,40.233333333333334,0.4971666666666667,106.5,0.041666666666666664,197.08823529411765,126.0,24.570833333333336,77.5,1012.0458333333332,7.229166666666667,167.20833333333334,0.0,Moderate
Chennai,India,2023-02-12,48.854166666666664,75.75,32.916666666666664,42.43333333333333,0.5442916666666667,110.875,4.333333333333333,225.75,133.0,24.4375,77.875,1012.0333333333333,7.583333333333333,161.33333333333334,0.0,Poor
Chennai,India,2023-02-13,37.699999999999996,60.987500000000004,28.745833333333334,34.237500000000004,0.466375,97.29166666666667,6.875,183.98529411764707,135.0,24.291666666666668,78.0,1012.3666666666667,7.4750000000000005,155.75,0.0,Moderate
Chennai,India,2023-02-14,33.920833333333334,53.770833333333336,40.13333333333333,42.375,0.49454166666666666,96.41666666666667,2.0416666666666665,170.88235294117646,106.0,24.479166666666668,80.25,1011.625,8.508333333333333,153.625,0.0,Moderate
Chennai,India,2023-02-15,45.94583333333333,70.79166666666667,35.37916666666667,43.84583333333333,0.4829583333333333,113.75,1.0,228.225,141.0,24.695833333333336,78.16666666666667,1010.5375,8.041666666666666,140.70833333333334,0.0,Poor
Chennai,India,2023-02-16,46.47083333333333,73.86666666666666,23.354166666666668,27.90833333333333,0.48374999999999996,98.04166666666667,2.2083333333333335,135.94117647058823,132.0,24.59166666666667,77.04166666666667,1011.2624999999999,7.204166666666667,167.25,0.0,Moderate
Chennai,India,2023-02-17,32.09583333333333,52.637499999999996,21.020833333333332,21.087500000000002,0.37270833333333336,85.83333333333333,2.875,128.66176470588235,128.0,24.508333333333336,75.41666666666667,1011.5916666666667,9.154166666666667,142.29166666666666,0.0,Moderate
Chennai,India,2023-02-18,19.8,31.583333333333332,19.420833333333334,17.454166666666666,0.33166666666666667,57.958333333333336,0.0,73.53999999999999,94.0,25.883333333333336,74.20833333333333,1011.7916666666666,9.408333333333333,135.5,0.0,Satisfactory
Chennai,India,2023-02-19,18.2,28.6875,13.5375,27.8625,0.19183333333333333,52.25,0.25,62.76,70.0,25.795833333333334,76.125,1011.8416666666667,9.125,120.0,0.1,Satisfactory
Chennai,India,2023-02-20,19.041666666666668,29.09166666666667,15.216666666666667,36.645833333333336,0.2125,62.083333333333336,0.0,103.91176470588235,69.0,25.129166666666666,72.625,1011.8666666666667,8.341666666666667,157.58333333333334,0.0,Moderate
Chennai,India,2023-02-21,24.575,37.233333333333334,18.275000000000002,41.37083333333333,0.23970833333333333,61.583333333333336,0.7916666666666666,109.73529411764706,78.0,25.795833333333334,70.875,1011.8458333333333,8.725,149.91666666666666,0.0,Moderate
Chennai,India,2023-02-22,33.80833333333333,52.22083333333333,22.8875,24.241666666666664,0.37958333333333333,78.79166666666667,1.3333333333333333,127.20588235294117,97.0,25.84166666666667,67.625,1011.5666666666666,9.166666666666666,153.70833333333334,0.0,Moderate
Chennai,India,2023-02-23,27.0125,42.775,17.545833333333334,19.258333333333333,0.337625,74.33333333333333,0.9583333333333334,111.19117647058823,97.0,25.491666666666664,72.33333333333333,1011.2791666666667,9.475,157.29166666666666,0.0,Moderate
Chennai,India,2023-02-24,20.383333333333333,31.645833333333332,16.804166666666667,20.095833333333335,0.32616666666666666,65.875,0.08333333333333333,97.06,84.0,25.0125,71.91666666666667,1012.6999999999999,7.954166666666667,165.125,0.0,Satisfactory
Chennai,India,2023-02-25,25.879166666666666,39.22083333333333,27.170833333333334,38.44166666666667,0.5017916666666666,70.125,0.2916666666666667,128.66176470588235,81.0,24.808333333333334,75.25,1013.8125,7.7625,165.66666666666666,0.0,Moderate
Chennai,India,2023-02-26,28.662499999999998,45.14166666666667,19.345833333333335,25.2,0.45279166666666665,79.41666666666667,0.7083333333333334,97.06,87.0,24.6875,76.70833333333333,1015.0416666666666,8.012500000000001,140.875,0.0,Satisfactory
Chennai,India,2023-02-27,26.754166666666666,42.15416666666667,19.283333333333335,21.650000000000002,0.34004166666666663,89.625,0.0,134.48529411764707,87.0,26.291666666666668,68.25,1014.6833333333334,10.612499999999999,105.79166666666667,0.0,Moderate
Chennai,India,2023-02-28,31.7375,51.74166666666667,14.241666666666667,10.216666666666667,0.30354166666666665,90.5,0.0,114.1029411764706,92.0,26.991666666666664,74.375,1014.6958333333333,12.204166666666666,56.041666666666664,0.2,Moderate
Chennai,India,2023-03-01,30.058333333333334,49.112500000000004,14.283333333333333,10.525,0.31066666666666665,95.5,0.0,122.83823529411765,95.0,27.041666666666668,72.58333333333333,1014.8125,12.716666666666667,56.541666666666664,0.0,Moderate
Chennai,India,2023-03-02,30.008333333333336,49.99583333333334,17.345833333333335,17.579166666666666,0.36508333333333337,107.04166666666667,0.0,151.95588235294116,90.0,26.075,67.08333333333333,1015.0916666666667,8.729166666666666,122.29166666666667,0.0,Moderate
Chennai,India,2023-03-03,31.145833333333332,51.55416666666667,16.916666666666668,16.258333333333333,0.33791666666666664,98.5,0.5,128.66176470588235,91.0,26.045833333333334,71.20833333333333,1015.3583333333332,10.566666666666666,80.91666666666667,0.0,Moderate
Chennai,India,2023-03-04,31.0,50.65833333333333,15.716666666666667,16.412499999999998,0.3310416666666667,89.70833333333333,1.375,119.92647058823529,95.0,26.28333333333333,75.04166666666667,1015.0958333333333,9.112499999999999,121.16666666666667,0.0,Moderate
